subset,hellwig_score
"('loan_amount', 'collateral_value', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.33143778237444
"('collateral_value', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.33141131794344647
"('vintage_in_months', 'tenure_years', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.3307668404642611
"('loan_amount', 'vintage_in_months', 'tenure_years', 'interest', 'avg_rr_per_city')",0.3307645927973767
"('loan_amount', 'vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.3307445235237973
"('vintage_in_months', 'tenure_years', 'interest', 'avg_rr_per_city')",0.33073812836638317
"('vintage_in_months', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.3307180590928038
"('loan_amount', 'vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.3307158114259194
"('vintage_in_months', 'tenure_years', 'avg_rr_per_city')",0.33068934699492586
"('collateral_value', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.3303300704959246
"('loan_amount', 'collateral_value', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.3303278228290402
"('loan_amount', 'collateral_value', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.3303077535554608
"('collateral_value', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.3303013583980467
"('collateral_value', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.3302812891244673
"('loan_amount', 'collateral_value', 'vintage_in_months', 'avg_rr_per_city')",0.3302790414575829
"('collateral_value', 'vintage_in_months', 'avg_rr_per_city')",0.3302525770265894
"('loan_amount', 'vintage_in_months', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.3296345639783975
"('vintage_in_months', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.329608099547404
"('loan_amount', 'vintage_in_months', 'interest', 'avg_rr_per_city')",0.3296058518805196
"('loan_amount', 'vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.3295857826069402
"('vintage_in_months', 'interest', 'avg_rr_per_city')",0.3295793874495261
"('vintage_in_months', 'monthly_emi', 'avg_rr_per_city')",0.3295593181759467
"('loan_amount', 'vintage_in_months', 'avg_rr_per_city')",0.3295570705090623
"('vintage_in_months', 'avg_rr_per_city')",0.3295306060780688
"('collateral_value', 'vintage_in_months', 'tenure_years', 'interest', 'monthly_emi')",0.3247204771607138
"('loan_amount', 'collateral_value', 'vintage_in_months', 'tenure_years', 'interest')",0.3247182294938294
"('loan_amount', 'collateral_value', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.32469816022025
"('collateral_value', 'vintage_in_months', 'tenure_years', 'interest')",0.32469176506283587
"('collateral_value', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.3246716957892565
"('loan_amount', 'collateral_value', 'vintage_in_months', 'tenure_years')",0.3246694481223721
"('collateral_value', 'vintage_in_months', 'tenure_years')",0.32464298369137856
"('loan_amount', 'vintage_in_months', 'tenure_years', 'interest', 'monthly_emi')",0.3240249706431867
"('vintage_in_months', 'tenure_years', 'interest', 'monthly_emi')",0.32399850621219317
"('loan_amount', 'vintage_in_months', 'tenure_years', 'interest')",0.3239962585453088
"('loan_amount', 'vintage_in_months', 'tenure_years', 'monthly_emi')",0.3239761892717294
"('vintage_in_months', 'tenure_years', 'interest')",0.32396979411431526
"('vintage_in_months', 'tenure_years', 'monthly_emi')",0.32394972484073586
"('loan_amount', 'vintage_in_months', 'tenure_years')",0.3239474771738515
"('vintage_in_months', 'tenure_years')",0.32392101274285795
"('loan_amount', 'collateral_value', 'vintage_in_months', 'interest', 'monthly_emi')",0.3235882006748502
"('collateral_value', 'vintage_in_months', 'interest', 'monthly_emi')",0.3235617362438567
"('loan_amount', 'collateral_value', 'vintage_in_months', 'interest')",0.3235594885769723
"('loan_amount', 'collateral_value', 'vintage_in_months', 'monthly_emi')",0.3235394193033929
"('collateral_value', 'vintage_in_months', 'interest')",0.3235330241459788
"('collateral_value', 'vintage_in_months', 'monthly_emi')",0.3235129548723994
"('loan_amount', 'collateral_value', 'vintage_in_months')",0.323510707205515
"('collateral_value', 'vintage_in_months')",0.3234842427745215
"('loan_amount', 'vintage_in_months', 'interest', 'monthly_emi')",0.3228662297263296
"('vintage_in_months', 'interest', 'monthly_emi')",0.3228397652953361
"('loan_amount', 'vintage_in_months', 'interest')",0.3228375176284517
"('loan_amount', 'vintage_in_months', 'monthly_emi')",0.3228174483548723
"('vintage_in_months', 'interest')",0.3228110531974582
"('vintage_in_months', 'monthly_emi')",0.3227909839238788
"('loan_amount', 'vintage_in_months')",0.3227887362569944
"('number_of_loans', 'tenure_years', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.31171120766834937
"('collateral_value', 'number_of_loans', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3112744377000129
"('number_of_loans', 'interest', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3106012481229496
"('number_of_loans', 'monthly_emi', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3105811788493702
"('loan_amount', 'number_of_loans', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3105789311824858
"('number_of_loans', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.3105524667514923
"('collateral_value', 'number_of_loans', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.30566484436480207
"('number_of_loans', 'tenure_years', 'interest', 'total_repayment', 'avg_balance_amt')",0.30499165478773876
"('number_of_loans', 'tenure_years', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.30497158551415937
"('loan_amount', 'number_of_loans', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.304969337847275
"('number_of_loans', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.30494287341628146
"('collateral_value', 'number_of_loans', 'interest', 'total_repayment', 'avg_balance_amt')",0.3045548848194023
"('collateral_value', 'number_of_loans', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3045348155458229
"('loan_amount', 'collateral_value', 'number_of_loans', 'total_repayment', 'avg_balance_amt')",0.3045325678789385
"('collateral_value', 'number_of_loans', 'total_repayment', 'avg_balance_amt')",0.304506103447945
"('number_of_loans', 'interest', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3038616259687596
"('loan_amount', 'number_of_loans', 'interest', 'total_repayment', 'avg_balance_amt')",0.3038593783018752
"('loan_amount', 'number_of_loans', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3038393090282958
"('number_of_loans', 'interest', 'total_repayment', 'avg_balance_amt')",0.3038329138708817
"('number_of_loans', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.3038128445973023
"('loan_amount', 'number_of_loans', 'total_repayment', 'avg_balance_amt')",0.3038105969304179
"('number_of_loans', 'total_repayment', 'avg_balance_amt')",0.3037841324994244
"('collateral_value', 'number_of_loans', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.2986603236738396
"('number_of_loans', 'tenure_years', 'interest', 'total_repayment', 'avg_rr_per_city')",0.2979871340967763
"('number_of_loans', 'tenure_years', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.2979670648231969
"('loan_amount', 'number_of_loans', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.2979648171563125
"('number_of_loans', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.297938352725319
"('collateral_value', 'number_of_loans', 'interest', 'total_repayment', 'avg_rr_per_city')",0.2975503641284398
"('collateral_value', 'number_of_loans', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.29753029485486043
"('loan_amount', 'collateral_value', 'number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.29752804718797604
"('collateral_value', 'number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.2975015827569825
"('number_of_loans', 'interest', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.29685710527779713
"('loan_amount', 'number_of_loans', 'interest', 'total_repayment', 'avg_rr_per_city')",0.29685485761091274
"('loan_amount', 'number_of_loans', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.29683478833733334
"('number_of_loans', 'interest', 'total_repayment', 'avg_rr_per_city')",0.2968283931799192
"('number_of_loans', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.2968083239063398
"('loan_amount', 'number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.29680607623945543
"('number_of_loans', 'total_repayment', 'avg_rr_per_city')",0.2967796118084619
"('collateral_value', 'number_of_loans', 'tenure_years', 'interest', 'total_repayment')",0.291940770793229
"('collateral_value', 'number_of_loans', 'tenure_years', 'monthly_emi', 'total_repayment')",0.2919207015196496
"('loan_amount', 'collateral_value', 'number_of_loans', 'tenure_years', 'total_repayment')",0.2919184538527652
"('collateral_value', 'number_of_loans', 'tenure_years', 'total_repayment')",0.2918919894217717
"('number_of_loans', 'tenure_years', 'interest', 'monthly_emi', 'total_repayment')",0.2912475119425863
"('loan_amount', 'number_of_loans', 'tenure_years', 'interest', 'total_repayment')",0.2912452642757019
"('loan_amount', 'number_of_loans', 'tenure_years', 'monthly_emi', 'total_repayment')",0.2912251950021225
"('number_of_loans', 'tenure_years', 'interest', 'total_repayment')",0.2912187998447084
"('number_of_loans', 'tenure_years', 'monthly_emi', 'total_repayment')",0.291198730571129
"('loan_amount', 'number_of_loans', 'tenure_years', 'total_repayment')",0.2911964829042446
"('number_of_loans', 'tenure_years', 'total_repayment')",0.2911700184732511
"('collateral_value', 'number_of_loans', 'interest', 'monthly_emi', 'total_repayment')",0.29081074197424983
"('loan_amount', 'collateral_value', 'number_of_loans', 'interest', 'total_repayment')",0.29080849430736544
"('loan_amount', 'collateral_value', 'number_of_loans', 'monthly_emi', 'total_repayment')",0.29078842503378605
"('collateral_value', 'number_of_loans', 'interest', 'total_repayment')",0.2907820298763719
"('collateral_value', 'number_of_loans', 'monthly_emi', 'total_repayment')",0.2907619606027925
"('loan_amount', 'collateral_value', 'number_of_loans', 'total_repayment')",0.29075971293590813
"('collateral_value', 'number_of_loans', 'total_repayment')",0.2907332485049146
"('loan_amount', 'number_of_loans', 'interest', 'monthly_emi', 'total_repayment')",0.29011523545672274
"('number_of_loans', 'interest', 'monthly_emi', 'total_repayment')",0.2900887710257292
"('loan_amount', 'number_of_loans', 'interest', 'total_repayment')",0.29008652335884483
"('loan_amount', 'number_of_loans', 'monthly_emi', 'total_repayment')",0.29006645408526543
"('number_of_loans', 'interest', 'total_repayment')",0.2900600589278513
"('number_of_loans', 'monthly_emi', 'total_repayment')",0.2900399896542719
"('loan_amount', 'number_of_loans', 'total_repayment')",0.2900377419873875
"('number_of_loans', 'total_repayment')",0.290011277556394
"('collateral_value', 'number_of_loans', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.28358735816999364
"('number_of_loans', 'tenure_years', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.28291416859293034
"('number_of_loans', 'tenure_years', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.28289409931935094
"('loan_amount', 'number_of_loans', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.28289185165246655
"('number_of_loans', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.28286538722147303
"('collateral_value', 'number_of_loans', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.28247739862459387
"('collateral_value', 'number_of_loans', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.2824573293510145
"('loan_amount', 'collateral_value', 'number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.2824550816841301
"('collateral_value', 'number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.28242861725313656
"('number_of_loans', 'interest', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.28178413977395117
"('loan_amount', 'number_of_loans', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.2817818921070668
"('loan_amount', 'number_of_loans', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.2817618228334874
"('number_of_loans', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.28175542767607326
"('number_of_loans', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.28173535840249386
"('loan_amount', 'number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.28173311073560947
"('number_of_loans', 'avg_balance_amt', 'avg_rr_per_city')",0.28170664630461595
"('collateral_value', 'number_of_loans', 'tenure_years', 'interest', 'avg_balance_amt')",0.27686780528938304
"('collateral_value', 'number_of_loans', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.27684773601580365
"('loan_amount', 'collateral_value', 'number_of_loans', 'tenure_years', 'avg_balance_amt')",0.27684548834891926
"('collateral_value', 'number_of_loans', 'tenure_years', 'avg_balance_amt')",0.27681902391792573
"('number_of_loans', 'tenure_years', 'interest', 'monthly_emi', 'avg_balance_amt')",0.27617454643874034
"('loan_amount', 'number_of_loans', 'tenure_years', 'interest', 'avg_balance_amt')",0.27617229877185595
"('loan_amount', 'number_of_loans', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.27615222949827656
"('number_of_loans', 'tenure_years', 'interest', 'avg_balance_amt')",0.27614583434086243
"('number_of_loans', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.27612576506728304
"('loan_amount', 'number_of_loans', 'tenure_years', 'avg_balance_amt')",0.27612351740039864
"('number_of_loans', 'tenure_years', 'avg_balance_amt')",0.2760970529694051
"('collateral_value', 'number_of_loans', 'interest', 'monthly_emi', 'avg_balance_amt')",0.2757377764704039
"('loan_amount', 'collateral_value', 'number_of_loans', 'interest', 'avg_balance_amt')",0.2757355288035195
"('loan_amount', 'collateral_value', 'number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.2757154595299401
"('collateral_value', 'number_of_loans', 'interest', 'avg_balance_amt')",0.27570906437252596
"('collateral_value', 'number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.27568899509894657
"('loan_amount', 'collateral_value', 'number_of_loans', 'avg_balance_amt')",0.2756867474320622
"('collateral_value', 'number_of_loans', 'avg_balance_amt')",0.27566028300106865
"('loan_amount', 'number_of_loans', 'interest', 'monthly_emi', 'avg_balance_amt')",0.2750422699528768
"('number_of_loans', 'interest', 'monthly_emi', 'avg_balance_amt')",0.27501580552188326
"('loan_amount', 'number_of_loans', 'interest', 'avg_balance_amt')",0.27501355785499887
"('loan_amount', 'number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.2749934885814195
"('number_of_loans', 'interest', 'avg_balance_amt')",0.27498709342400535
"('number_of_loans', 'monthly_emi', 'avg_balance_amt')",0.27496702415042595
"('loan_amount', 'number_of_loans', 'avg_balance_amt')",0.27496477648354156
"('number_of_loans', 'avg_balance_amt')",0.27493831205254804
"('missed_repayments', 'tenure_years', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.27371252098415455
"('collateral_value', 'missed_repayments', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.2732757510158181
"('missed_repayments', 'interest', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.2726025614387547
"('missed_repayments', 'monthly_emi', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.2725824921651754
"('loan_amount', 'missed_repayments', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.272580244498291
"('missed_repayments', 'total_repayment', 'avg_balance_amt', 'avg_rr_per_city')",0.27255378006729747
"('collateral_value', 'number_of_loans', 'tenure_years', 'interest', 'avg_rr_per_city')",0.26986328459842057
"('collateral_value', 'number_of_loans', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.2698432153248412
"('loan_amount', 'collateral_value', 'number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.2698409676579568
"('collateral_value', 'number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.26981450322696326
"('number_of_loans', 'tenure_years', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.2691700257477779
"('loan_amount', 'number_of_loans', 'tenure_years', 'interest', 'avg_rr_per_city')",0.2691677780808935
"('loan_amount', 'number_of_loans', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.2691477088073141
"('number_of_loans', 'tenure_years', 'interest', 'avg_rr_per_city')",0.26914131364989996
"('number_of_loans', 'tenure_years', 'monthly_emi', 'avg_rr_per_city')",0.26912124437632057
"('loan_amount', 'number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.2691189967094362
"('number_of_loans', 'tenure_years', 'avg_rr_per_city')",0.26909253227844265
"('collateral_value', 'number_of_loans', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.2687332557794414
"('loan_amount', 'collateral_value', 'number_of_loans', 'interest', 'avg_rr_per_city')",0.268731008112557
"('loan_amount', 'collateral_value', 'number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.2687109388389776
"('collateral_value', 'number_of_loans', 'interest', 'avg_rr_per_city')",0.2687045436815635
"('collateral_value', 'number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.2686844744079841
"('loan_amount', 'collateral_value', 'number_of_loans', 'avg_rr_per_city')",0.2686822267410997
"('collateral_value', 'number_of_loans', 'avg_rr_per_city')",0.2686557623101062
"('loan_amount', 'number_of_loans', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.2680377492619143
"('number_of_loans', 'interest', 'monthly_emi', 'avg_rr_per_city')",0.2680112848309208
"('loan_amount', 'number_of_loans', 'interest', 'avg_rr_per_city')",0.2680090371640364
"('loan_amount', 'number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.267988967890457
"('number_of_loans', 'interest', 'avg_rr_per_city')",0.2679825727330429
"('number_of_loans', 'monthly_emi', 'avg_rr_per_city')",0.2679625034594635
"('loan_amount', 'number_of_loans', 'avg_rr_per_city')",0.2679602557925791
"('number_of_loans', 'avg_rr_per_city')",0.26793379136158557
"('collateral_value', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.26766615768060725
"('missed_repayments', 'tenure_years', 'interest', 'total_repayment', 'avg_balance_amt')",0.2669929681035439
"('missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.26697289882996456
"('loan_amount', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.26697065116308016
"('missed_repayments', 'tenure_years', 'total_repayment', 'avg_balance_amt')",0.26694418673208664
"('collateral_value', 'missed_repayments', 'interest', 'total_repayment', 'avg_balance_amt')",0.2665561981352075
"('collateral_value', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.2665361288616281
"('loan_amount', 'collateral_value', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.2665338811947437
"('collateral_value', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.26650741676375017
"('missed_repayments', 'interest', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.2658629392845647
"('loan_amount', 'missed_repayments', 'interest', 'total_repayment', 'avg_balance_amt')",0.26586069161768033
"('loan_amount', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.265840622344101
"('missed_repayments', 'interest', 'total_repayment', 'avg_balance_amt')",0.2658342271866868
"('missed_repayments', 'monthly_emi', 'total_repayment', 'avg_balance_amt')",0.2658141579131075
"('loan_amount', 'missed_repayments', 'total_repayment', 'avg_balance_amt')",0.2658119102462231
"('missed_repayments', 'total_repayment', 'avg_balance_amt')",0.26578544581522956
"('collateral_value', 'number_of_loans', 'tenure_years', 'interest', 'monthly_emi')",0.2631236624442306
"('loan_amount', 'collateral_value', 'number_of_loans', 'tenure_years', 'interest')",0.2631214147773462
"('loan_amount', 'collateral_value', 'number_of_loans', 'tenure_years', 'monthly_emi')",0.2631013455037668
"('collateral_value', 'number_of_loans', 'tenure_years', 'interest')",0.26309495034635266
"('collateral_value', 'number_of_loans', 'tenure_years', 'monthly_emi')",0.26307488107277327
"('loan_amount', 'collateral_value', 'number_of_loans', 'tenure_years')",0.2630726334058889
"('collateral_value', 'number_of_loans', 'tenure_years')",0.26304616897489536
"('loan_amount', 'number_of_loans', 'tenure_years', 'interest', 'monthly_emi')",0.2624281559267035
"('number_of_loans', 'tenure_years', 'interest', 'monthly_emi')",0.26240169149570997
"('loan_amount', 'number_of_loans', 'tenure_years', 'interest')",0.2623994438288256
"('loan_amount', 'number_of_loans', 'tenure_years', 'monthly_emi')",0.2623793745552462
"('number_of_loans', 'tenure_years', 'interest')",0.26237297939783205
"('number_of_loans', 'tenure_years', 'monthly_emi')",0.26235291012425266
"('loan_amount', 'number_of_loans', 'tenure_years')",0.26235066245736827
"('number_of_loans', 'tenure_years')",0.26232419802637474
"('loan_amount', 'collateral_value', 'number_of_loans', 'interest', 'monthly_emi')",0.261991385958367
"('collateral_value', 'number_of_loans', 'interest', 'monthly_emi')",0.2619649215273735
"('loan_amount', 'collateral_value', 'number_of_loans', 'interest')",0.2619626738604891
"('loan_amount', 'collateral_value', 'number_of_loans', 'monthly_emi')",0.2619426045869097
"('collateral_value', 'number_of_loans', 'interest')",0.2619362094294956
"('collateral_value', 'number_of_loans', 'monthly_emi')",0.2619161401559162
"('loan_amount', 'collateral_value', 'number_of_loans')",0.2619138924890318
"('collateral_value', 'number_of_loans')",0.2618874280580383
"('loan_amount', 'number_of_loans', 'interest', 'monthly_emi')",0.2612694150098464
"('number_of_loans', 'interest', 'monthly_emi')",0.2612429505788529
"('loan_amount', 'number_of_loans', 'interest')",0.2612407029119685
"('loan_amount', 'number_of_loans', 'monthly_emi')",0.2612206336383891
"('number_of_loans', 'interest')",0.26121423848097497
"('number_of_loans', 'monthly_emi')",0.2611941692073956
"('loan_amount', 'number_of_loans')",0.2611919215405112
"('collateral_value', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.2606616369896448
"('missed_repayments', 'tenure_years', 'interest', 'total_repayment', 'avg_rr_per_city')",0.2599884474125814
"('missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.2599683781390021
"('loan_amount', 'missed_repayments', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.2599661304721177
"('missed_repayments', 'tenure_years', 'total_repayment', 'avg_rr_per_city')",0.2599396660411242
"('collateral_value', 'missed_repayments', 'interest', 'total_repayment', 'avg_rr_per_city')",0.259551677444245
"('collateral_value', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.2595316081706656
"('loan_amount', 'collateral_value', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.2595293605037812
"('collateral_value', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.2595028960727877
"('missed_repayments', 'interest', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.25885841859360226
"('loan_amount', 'missed_repayments', 'interest', 'total_repayment', 'avg_rr_per_city')",0.25885617092671787
"('loan_amount', 'missed_repayments', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.25883610165313853
"('missed_repayments', 'interest', 'total_repayment', 'avg_rr_per_city')",0.25882970649572434
"('missed_repayments', 'monthly_emi', 'total_repayment', 'avg_rr_per_city')",0.258809637222145
"('loan_amount', 'missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.2588073895552606
"('missed_repayments', 'total_repayment', 'avg_rr_per_city')",0.2587809251242671
"('collateral_value', 'missed_repayments', 'tenure_years', 'interest', 'total_repayment')",0.2539420841090342
"('collateral_value', 'missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment')",0.2539220148354548
"('loan_amount', 'collateral_value', 'missed_repayments', 'tenure_years', 'total_repayment')",0.2539197671685704
"('collateral_value', 'missed_repayments', 'tenure_years', 'total_repayment')",0.2538933027375769
"('missed_repayments', 'tenure_years', 'interest', 'monthly_emi', 'total_repayment')",0.25324882525839143
"('loan_amount', 'missed_repayments', 'tenure_years', 'interest', 'total_repayment')",0.25324657759150704
"('loan_amount', 'missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment')",0.2532265083179277
"('missed_repayments', 'tenure_years', 'interest', 'total_repayment')",0.2532201131605135
"('missed_repayments', 'tenure_years', 'monthly_emi', 'total_repayment')",0.2532000438869342
"('loan_amount', 'missed_repayments', 'tenure_years', 'total_repayment')",0.2531977962200498
"('missed_repayments', 'tenure_years', 'total_repayment')",0.25317133178905626
"('collateral_value', 'missed_repayments', 'interest', 'monthly_emi', 'total_repayment')",0.252812055290055
"('loan_amount', 'collateral_value', 'missed_repayments', 'interest', 'total_repayment')",0.2528098076231706
"('loan_amount', 'collateral_value', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.25278973834959123
"('collateral_value', 'missed_repayments', 'interest', 'total_repayment')",0.2527833431921771
"('collateral_value', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.2527632739185977
"('loan_amount', 'collateral_value', 'missed_repayments', 'total_repayment')",0.2527610262517133
"('collateral_value', 'missed_repayments', 'total_repayment')",0.2527345618207198
"('loan_amount', 'missed_repayments', 'interest', 'monthly_emi', 'total_repayment')",0.25211654877252787
"('missed_repayments', 'interest', 'monthly_emi', 'total_repayment')",0.25209008434153435
"('loan_amount', 'missed_repayments', 'interest', 'total_repayment')",0.25208783667464996
"('loan_amount', 'missed_repayments', 'monthly_emi', 'total_repayment')",0.2520677674010706
"('missed_repayments', 'interest', 'total_repayment')",0.25206137224365643
"('missed_repayments', 'monthly_emi', 'total_repayment')",0.2520413029700771
"('loan_amount', 'missed_repayments', 'total_repayment')",0.2520390553031927
"('missed_repayments', 'total_repayment')",0.2520125908721992
"('collateral_value', 'missed_repayments', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.24558867148579888
"('missed_repayments', 'tenure_years', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.24491548190873552
"('missed_repayments', 'tenure_years', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.24489541263515616
"('loan_amount', 'missed_repayments', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.24489316496827176
"('missed_repayments', 'tenure_years', 'avg_balance_amt', 'avg_rr_per_city')",0.24486670053727824
"('collateral_value', 'missed_repayments', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.24447871194039908
"('collateral_value', 'missed_repayments', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.24445864266681971
"('loan_amount', 'collateral_value', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.24445639499993532
"('collateral_value', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.2444299305689418
"('missed_repayments', 'interest', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.24378545308975635
"('loan_amount', 'missed_repayments', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.24378320542287196
"('loan_amount', 'missed_repayments', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.2437631361492926
"('missed_repayments', 'interest', 'avg_balance_amt', 'avg_rr_per_city')",0.24375674099187844
"('missed_repayments', 'monthly_emi', 'avg_balance_amt', 'avg_rr_per_city')",0.24373667171829907
"('loan_amount', 'missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.24373442405141468
"('missed_repayments', 'avg_balance_amt', 'avg_rr_per_city')",0.24370795962042116
"('collateral_value', 'missed_repayments', 'tenure_years', 'interest', 'avg_balance_amt')",0.23886911860518822
"('collateral_value', 'missed_repayments', 'tenure_years', 'monthly_emi', 'avg_balance_amt')",0.23884904933160886
"('loan_amount', 'collateral_value', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.23884680166472447
"('collateral_value', 'missed_repayments', 'tenure_years', 'avg_balance_amt')",0.23882033723373094
"('missed_repayments', 'tenure_years', 'interest', 'monthly_emi', 'avg_balance_amt')",0.2381758597545455
